id,SalePrice
2,-850154.1442840749
4,-561022.0625704634
6,-1076289.215432398
7,-871862.752940296
17,-1017216.8114654832
18,-557539.6685466022
22,-1008267.9676439571
27,-967085.3076931357
31,-1556693.756196694
36,-1260586.2965012854
39,-460090.29084209807
40,-836723.0864752578
42,-516542.21493733826
46,-871483.7794851987
53,-1384714.277971394
58,-1057089.9424467278
61,-847142.929602136
72,-833583.919794105
79,-1183051.8787848644
80,-1441736.7397837462
82,-1128364.6977045867
83,-1008398.715610979
85,-1048354.6971726846
88,-1063867.7135486552
92,-645980.3743707635
93,-946283.2392222483
95,-1004974.5042330384
102,-959942.5238101354
103,-1031776.7712187911
106,-877031.3619687015
107,-2506907.779443593
110,-878176.0868645487
114,-1114267.5253159348
116,-1053741.9155228995
117,-1137665.5825048303
118,-978358.5020224908
125,-904938.4896074061
126,-1056904.7483991603
127,-964073.3071209132
128,-911119.63116654
134,-975756.5214270891
135,-869797.9507298659
137,-650699.0397966846
143,-981749.8417584233
147,-923590.023868093
148,-923480.7455348431
150,-1052749.2003024432
156,-977017.9340831761
157,-977406.7143760936
159,-1076145.4469474454
161,1185800.649959494
167,-900878.6873096293
170,-1014519.8190006522
171,-1120405.6753302363
175,-981564.9128181208
179,-1323242.3260685033
181,-1144071.0675547742
186,-1040619.2589429643
193,-1201918.1317156185
194,-1431111.3253154221
206,-1251581.1016152713
208,-1128093.1338082014
210,-1455224.639036072
211,-1538111.707503476
212,-1481799.6840743395
214,-1236789.3987342122
215,-1287995.6045615568
217,-1008421.9735122239
222,-1004359.1140810475
227,-1063223.0083151497
228,-1188441.6936531977
233,952325.8545760189
235,-1234097.1153700794
238,-1121610.776105531
241,-1121876.65135075
252,-1015334.0877006473
253,-975587.7283012518
256,-1417091.1505712834
257,-1312389.6547164018
258,-1003810.1099276511
259,-1025645.9880891637
261,-1062142.7229976545
263,-1009955.2933944508
266,-940270.6616618838
267,-988639.9411475133
270,-1038519.3365498687
271,-712042.0298889461
276,-297108.2880112227
285,-947897.9913512208
288,-1189805.930076457
289,-1391079.2794547984
290,-1442580.9529582479
291,-397107.37752411456
292,-1569980.9390068667
293,-1391468.5781741603
294,-1075200.5267531923
295,-1131705.3592378953
304,-1180026.2438737727
322,-887369.7745305129
326,-1161662.4240620793
327,-1468838.3428104708
328,-1414166.5342831193
331,-1289214.2564228908
332,-1512231.6552304134
333,-1455340.3092427824
335,-1191640.0332967285
337,-1017566.8687125513
342,-1003248.2223630347
343,-931134.661712264
347,-1049871.6392904955
350,-761446.0694571686
352,-803265.9130937833
358,-853423.0628888919
359,-1047338.6392049037
360,-1086993.9227652203
368,-731058.1644685979
369,-692352.3969677466
373,-1067924.7755259585
377,-1068113.3005927685
383,-858994.3639472302
386,-1067411.3446800031
387,-850382.6124192829
390,-1007557.377916518
391,-1124290.5296714415
395,-928053.6568105686
397,-952952.954636521
398,-992277.5032230908
401,-1021321.9288564858
404,-1428274.7250205409
408,-1527302.3797387371
409,-1457888.823689958
410,-1310158.2696529054
418,-1290383.0671328863
422,-312842.0323709323
427,-549429.5498873692
431,-481064.6615200385
433,87246.57920486899
437,-928015.9974704918
438,-796532.7025638717
442,-529091.1742488239
447,-855657.8947138548
459,-561040.143803681
460,-653268.9176798258
464,-916460.6842166773
465,-1088807.794980507
467,-1037422.1085830944
468,-1004681.367855706
474,-1384026.0654976787
480,-1094981.8705520201
481,-1050515.219844985
483,-633631.2569150225
488,-1097609.826110494
492,-1345168.1491118618
494,-1074282.19164965
499,-928372.2228046114
500,-993496.5266166118
501,-698311.7209874878
503,-960137.3619384388
506,-919818.6395728426
508,-771820.9423766935
511,-874025.9208881484
515,-861997.4966246424
